sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif
ERR14783524,NODE_1034_length_5342_cov_517.616107,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783524,NODE_1034_length_5342_cov_517.616107,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783524,NODE_70_length_72815_cov_12.152680,gene:plasmid:149414,Lelliottia amnigena,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only 
ERR14783524,NODE_29_length_157947_cov_10.921499,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?
ERR14783524,NODE_29_length_157947_cov_10.921499,gene:plasmid:154014,Lelliottia amnigena,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0
ERR14783524,NODE_29_length_157947_cov_10.921499,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,TEHB,0
ERR14783524,NODE_53_length_95046_cov_17.373929,gene:plasmid:93398;gene:plasmid:93399,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783524,NODE_53_length_95046_cov_17.373929,gene:plasmid:93398;gene:plasmid:93399,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783524,NODE_53_length_95046_cov_17.373929,gene:plasmid:93398;gene:plasmid:93399,Lelliottia amnigena,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDB,0
ERR14783524,NODE_10_length_280337_cov_20.151451,gene:plasmid:93495,Lelliottia amnigena,Biocides,Acetate_resistance,Acetate_resistance_protein,LPDT,0
ERR14783524,NODE_3_length_424803_cov_15.782074,gene:proph:163818,Pantoea agglomerans,Drugs,betalactams,Mutant_porin_proteins,OMPA,Authorized for use in humans only ?
ERR14783524,NODE_3_length_424803_cov_15.782074,gene:proph:163818,Lelliottia amnigena,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPF,Authorized for use in humans only 
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,Hafnia paralvei,Drugs,betalactams,Class_C_betalactamases,ACC,HIA ?
ERR14783524,NODE_4_length_400354_cov_6.398319,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783524,NODE_16_length_234128_cov_13.844249,gene:proph:169464;gene:proph:169512;gene:plasmid:125744,Lelliottia amnigena,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0
ERR14783524,NODE_2_length_429441_cov_3.847049,gene:proph:176833,Acinetobacter guillouiae,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783524,NODE_36_length_122284_cov_24.865386,gene:proph:176833;gene:proph:176835,Lelliottia amnigena,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,EPTB,NA
ERR14783524,NODE_152_length_34475_cov_5.777658,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783524,NODE_152_length_34475_cov_5.777658,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783524,NODE_22_length_185150_cov_16.190333,gene:proph:183597;gene:proph:183598,Lelliottia amnigena,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783524,NODE_22_length_185150_cov_16.190333,gene:proph:183597;gene:proph:183598,Lelliottia amnigena,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783524,NODE_8_length_342076_cov_3.546602,gene:vir:108429;gene:proph:168063,Hafnia alvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783524,NODE_27_length_173262_cov_25.455644,pENTAS02_1__CP003028,Lelliottia amnigena,Biocides,Biguanide_resistance,Biguanide_cation_efflux,CEPAB,0
ERR14783524,NODE_27_length_173262_cov_25.455644,pENTAS02_1__CP003028,Lelliottia amnigena,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,OXYRKP,0
ERR14783530,NODE_962_length_8404_cov_6.374169,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783530,NODE_327_length_26295_cov_80.134898,gene:plasmid:123887,Pseudomonas lundensis,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783530,NODE_45_length_95888_cov_5.925408,gene:plasmid:125744,Pseudomonas lundensis,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783530,NODE_1850_length_3704_cov_127.413755,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783530,NODE_4_length_225339_cov_3.178019,gene:plasmid:134485,Pseudomonas lundensis,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA
ERR14783530,NODE_368_length_24121_cov_2.338585,gene:plasmid:134731;gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783530,NODE_368_length_24121_cov_2.338585,gene:plasmid:134731;gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783530,NODE_96_length_62275_cov_4.477554,gene:plasmid:21021,Pseudomonas sp. SD17-1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB,NA
ERR14783530,NODE_96_length_62275_cov_4.477554,gene:plasmid:21021,Pseudomonas lundensis,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783530,NODE_735_length_11829_cov_57.478978,gene:plasmid:28516,Pseudomonas fragi,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783530,NODE_84_length_67997_cov_4.808177,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783530,NODE_84_length_67997_cov_4.808177,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783530,NODE_211_length_36346_cov_52.621110,gene:proph:175950;gene:proph:175953;gene:proph:184236;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas fragi,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783530,NODE_211_length_36346_cov_52.621110,gene:proph:175950;gene:proph:175953;gene:proph:184236;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas fragi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783530,NODE_2_length_294581_cov_391.057751,ICEberg|404|Tn5301|GenBank|S54034|1..515,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA
ERR14783532,NODE_39_length_43118_cov_4.140215,gene:plasmid:29997;gene:plasmid:29994;gene:plasmid:29990;gene:plasmid:29991;gene:plasmid:29993;gene:plasmid:29995;gene:plasmid:29996,Pseudomonas aeruginosa,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1,0
ERR14783532,NODE_134_length_20344_cov_6.282139,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783538,NODE_13_length_274343_cov_24.475151,gene:plasmid:115070;gene:plasmid:21021,Pseudomonas azotoformans,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783538,NODE_13_length_274343_cov_24.475151,gene:plasmid:115070;gene:plasmid:21021,Pseudomonas azotoformans,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783538,NODE_15_length_270034_cov_23.594134,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas azotoformans,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB,NA
ERR14783538,NODE_15_length_270034_cov_23.594134,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA,0
ERR14783538,NODE_15_length_270034_cov_23.594134,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB,NA
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA,0
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783538,NODE_8_length_312548_cov_9.971055,gene:plasmid:116448;gene:plasmid:116447;gene:proph:173726,Pseudomonas rustica,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA
ERR14783538,NODE_8_length_312548_cov_9.971055,gene:plasmid:116448;gene:plasmid:116447;gene:proph:173726,Pseudomonas rustica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE,HPCIA
ERR14783538,NODE_8_length_312548_cov_9.971055,gene:plasmid:116448;gene:plasmid:116447;gene:proph:173726,Pseudomonas rustica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF,HPCIA
ERR14783538,NODE_2539_length_3439_cov_1.981884,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783538,NODE_294_length_34525_cov_4.638409,gene:plasmid:117746;gene:plasmid:117744;gene:plasmid:88433;gene:plasmid:88432;gene:plasmid:88431,Enterobacter hormaechei,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only 
ERR14783538,NODE_375_length_25862_cov_3.079775,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783538,NODE_716_length_13340_cov_34.632786,gene:plasmid:123887,Lelliottia amnigena,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783538,NODE_31_length_198850_cov_27.710008,gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:21379,Pseudomonas azotoformans,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783538,NODE_31_length_198850_cov_27.710008,gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:21379,Pseudomonas azotoformans,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783538,NODE_31_length_198850_cov_27.710008,gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:21379,Pseudomonas azotoformans,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783538,NODE_31_length_198850_cov_27.710008,gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:21379,Pseudomonas azotoformans,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783538,NODE_52_length_150306_cov_14.597360,gene:plasmid:125744;gene:plasmid:21379,Pseudomonas shahriarae,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783538,NODE_52_length_150306_cov_14.597360,gene:plasmid:125744;gene:plasmid:21379,Pseudomonas shahriarae,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783538,NODE_52_length_150306_cov_14.597360,gene:plasmid:125744;gene:plasmid:21379,Pseudomonas shahriarae,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783538,NODE_52_length_150306_cov_14.597360,gene:plasmid:125744;gene:plasmid:21379,Pseudomonas shahriarae,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783538,NODE_12_length_275256_cov_16.250675,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important
ERR14783538,NODE_12_length_275256_cov_16.250675,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT,HPCIA
ERR14783538,NODE_12_length_275256_cov_16.250675,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783538,NODE_12_length_275256_cov_16.250675,gene:plasmid:134726;gene:plasmid:134726,Citrobacter freundii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783538,NODE_12_length_275256_cov_16.250675,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only
ERR14783538,NODE_17_length_260202_cov_14.943574,gene:plasmid:136479,Pseudomonas rustica,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0
ERR14783538,NODE_60_length_136224_cov_17.704431,gene:plasmid:145291,Pseudomonas sp. FP2294,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB,HPCIA
ERR14783538,NODE_27_length_221691_cov_1.943538,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?
ERR14783538,NODE_27_length_221691_cov_1.943538,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?
ERR14783538,NODE_27_length_221691_cov_1.943538,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?
ERR14783538,NODE_28_length_219475_cov_14.036121,gene:plasmid:154077,Superficieibacter sp. BNK-5,Biocides,Acid_resistance,Acid_resistance_protein,ASR,0
ERR14783538,NODE_215_length_48291_cov_2.549871,gene:plasmid:155999,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783538,NODE_215_length_48291_cov_2.549871,gene:plasmid:155999,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783538,NODE_1_length_563756_cov_23.414597,gene:plasmid:156013;gene:plasmid:88436;gene:plasmid:21818,Superficieibacter sp. BNK-5,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,GYRBA,Not medically important
ERR14783538,NODE_1_length_563756_cov_23.414597,gene:plasmid:156013;gene:plasmid:88436;gene:plasmid:21818,Superficieibacter sp. BNK-5,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783538,NODE_1_length_563756_cov_23.414597,gene:plasmid:156013;gene:plasmid:88436;gene:plasmid:21818,Superficieibacter sp. BNK-5,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783538,NODE_1_length_563756_cov_23.414597,gene:plasmid:156013;gene:plasmid:88436;gene:plasmid:21818,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only 
ERR14783538,NODE_48_length_154443_cov_24.217618,gene:plasmid:16162,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783538,NODE_48_length_154443_cov_24.217618,gene:plasmid:16162,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783538,NODE_48_length_154443_cov_24.217618,gene:plasmid:16162,Superficieibacter sp. BNK-5,Biocides,Biguanide_resistance,Biguanide_cation_efflux,CEPAB,0
ERR14783538,NODE_48_length_154443_cov_24.217618,gene:plasmid:16162,Superficieibacter sp. BNK-5,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,OXYRKP,0
ERR14783538,NODE_48_length_154443_cov_24.217618,gene:plasmid:16162,Superficieibacter sp. BNK-5,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODA,0
ERR14783538,NODE_9_length_310071_cov_23.159519,gene:plasmid:21134;gene:plasmid:26360,Pseudomonas azotoformans,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783538,NODE_441_length_21734_cov_2.153885,gene:plasmid:21535,Pseudomonas rhodesiae,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783538,NODE_11_length_304081_cov_14.175563,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:130030,Pseudomonas rustica,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783538,NODE_11_length_304081_cov_14.175563,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:130030,Pseudomonas rustica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783538,NODE_11_length_304081_cov_14.175563,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:130030,Pseudomonas rustica,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783538,NODE_35_length_185784_cov_28.350609,gene:plasmid:22062;gene:plasmid:139048,Pseudomonas azotoformans,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0
ERR14783538,NODE_39_length_172945_cov_12.105637,gene:plasmid:23148;gene:plasmid:87776,Pseudomonas sp. AC193,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783538,NODE_10_length_309233_cov_17.619506,gene:plasmid:93398,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783538,NODE_10_length_309233_cov_17.619506,gene:plasmid:93398,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?
ERR14783538,NODE_10_length_309233_cov_17.619506,gene:plasmid:93398,Superficieibacter sp. BNK-5,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0
ERR14783538,NODE_29_length_215416_cov_2.835287,gene:plasmid:93482;gene:plasmid:93475,Lelliottia amnigena,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783538,NODE_29_length_215416_cov_2.835287,gene:plasmid:93482;gene:plasmid:93475,Lelliottia amnigena,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783538,NODE_38_length_175616_cov_15.696027,gene:proph:163818,Superficieibacter sp. BNK-5,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,MSBA,HIA
ERR14783538,NODE_38_length_175616_cov_15.696027,gene:proph:163818,Yersinia frederiksenii,Drugs,betalactams,Mutant_porin_proteins,OMPA,Authorized for use in humans only ?
