sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR14783510,NODE_83_length_100517_cov_34.083166,gene:proph:163818,Yersinia frederiksenii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?,34.083166,23333517,145.00464944911647909742,10.0734
ERR14783510,NODE_83_length_100517_cov_34.083166,gene:proph:163818,Pantoea agglomerans,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,KPNO,0,34.083166,23333517,145.00464944911647909742,10.0734
ERR14783510,NODE_6_length_570856_cov_35.798787,gene:proph:163979;gene:proph:166152,Yersinia alsatica,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,35.798787,23333517,145.00464944911647909742,10.5805
ERR14783510,NODE_6_length_570856_cov_35.798787,gene:proph:163979;gene:proph:166152,Yersinia alsatica,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,35.798787,23333517,145.00464944911647909742,10.5805
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,3.141922,23333517,145.00464944911647909742,0.92861
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,3.141922,23333517,145.00464944911647909742,0.92861
ERR14783510,NODE_3_length_722390_cov_40.125872,gene:proph:173756;gene:proph:175005;gene:proph:173765;gene:proph:175001;gene:proph:173768;gene:proph:173769;gene:proph:174993;gene:proph:173776;gene:proph:173777;gene:proph:174987;gene:proph:173782;gene:proph:173786;gene:proph:174981;gene:proph:173788,Yersinia alsatica,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_regulator,RPOS,0,40.125872,23333517,145.00464944911647909742,11.8594
ERR14783510,NODE_418_length_33378_cov_42.957114,gene:proph:176835;gene:plasmid:123887,Yersinia alsatica,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,42.957114,23333517,145.00464944911647909742,12.6962
ERR14783510,NODE_418_length_33378_cov_42.957114,gene:proph:176835;gene:plasmid:123887,Yersinia alsatica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,42.957114,23333517,145.00464944911647909742,12.6962
ERR14783510,NODE_163_length_66340_cov_5.816683,gene:proph:184236;gene:proph:175950;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas saxonica,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,5.816683,23333517,145.00464944911647909742,1.71915
ERR14783510,NODE_163_length_66340_cov_5.816683,gene:proph:184236;gene:proph:175950;gene:proph:175955;gene:proph:184195;gene:proph:184194,Pseudomonas saxonica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,5.816683,23333517,145.00464944911647909742,1.71915
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Drugs,Multi-drug_resistance,Multi-drug_MFS_efflux_pumps,ROSA,NA,33.442275,23333517,145.00464944911647909742,9.88402
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Drugs,Multi-drug_resistance,Multi-drug_MFS_efflux_pumps,ROSB,NA,33.442275,23333517,145.00464944911647909742,9.88402
ERR14783510,NODE_2_length_876226_cov_33.442275,gene:vir:105410,Yersinia alsatica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0,33.442275,23333517,145.00464944911647909742,9.88402
ERR14783510,NODE_193_length_60031_cov_3.021918,gene:vir:6079;gene:proph:163818,Rahnella aquatilis,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?,3.021918,23333517,145.00464944911647909742,0.893142
ERR14783511,NODE_68_length_49648_cov_12.568850,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,12.568850,12097051,141.20446338533250789799,7.35813
ERR14783511,NODE_68_length_49648_cov_12.568850,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,12.568850,12097051,141.20446338533250789799,7.35813
ERR14783511,NODE_76_length_46312_cov_12.842546,gene:plasmid:124575,Pseudomonas saxonica,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,12.842546,12097051,141.20446338533250789799,7.51836
ERR14783511,NODE_800_length_5648_cov_61.872306,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,61.872306,12097051,141.20446338533250789799,36.2217
ERR14783511,NODE_800_length_5648_cov_61.872306,gene:plasmid:139560;gene:plasmid:131376,Acetobacter ghanensis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,61.872306,12097051,141.20446338533250789799,36.2217
ERR14783511,NODE_257_length_21320_cov_9.093757,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas saxonica,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,9.093757,12097051,141.20446338533250789799,5.32372
ERR14783511,NODE_257_length_21320_cov_9.093757,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas saxonica,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,9.093757,12097051,141.20446338533250789799,5.32372
ERR14783512,NODE_14_length_183158_cov_74.409789,gene:plasmid:115548;gene:proph:184192;gene:proph:184193,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA,74.409789,16129285,145.01033083611579806544,31.8138
ERR14783512,NODE_84_length_43549_cov_84.502948,gene:plasmid:138489,Pseudomonas brenneri,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,84.502948,16129285,145.01033083611579806544,36.1292
ERR14783512,NODE_84_length_43549_cov_84.502948,gene:plasmid:138489,Pseudomonas sp. FP453,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,84.502948,16129285,145.01033083611579806544,36.1292
ERR14783512,NODE_685_length_4401_cov_2.379504,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.379504,16129285,145.01033083611579806544,1.01735
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus cereus,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,23.909014,16129285,145.01033083611579806544,10.2223
ERR14783512,NODE_623_length_4864_cov_23.909014,gene:plasmid:141403,Bacillus mycoides,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,23.909014,16129285,145.01033083611579806544,10.2223
ERR14783512,NODE_24_length_142166_cov_98.510198,gene:plasmid:145291;gene:plasmid:157593,Pseudomonas brenneri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB,HPCIA,98.510198,16129285,145.01033083611579806544,42.1179
ERR14783512,NODE_3_length_296946_cov_70.194519,gene:plasmid:146294;gene:plasmid:21628;gene:plasmid:154791,Pseudomonas brenneri,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMRA,0,70.194519,16129285,145.01033083611579806544,30.0116
ERR14783512,NODE_37_length_98452_cov_51.105731,gene:plasmid:20371;gene:plasmid:20600;gene:plasmid:20598;gene:plasmid:20597,Pseudomonas brenneri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB,CIA,51.105731,16129285,145.01033083611579806544,21.8502
ERR14783512,NODE_37_length_98452_cov_51.105731,gene:plasmid:20371;gene:plasmid:20600;gene:plasmid:20598;gene:plasmid:20597,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1,0,51.105731,16129285,145.01033083611579806544,21.8502
ERR14783512,NODE_5_length_256104_cov_66.984295,gene:plasmid:21134;gene:plasmid:26360,Pseudomonas brenneri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,PMPM,HPCIA,66.984295,16129285,145.01033083611579806544,28.6391
ERR14783512,NODE_18_length_163493_cov_88.843841,gene:plasmid:22061;gene:plasmid:124575,Pseudomonas brenneri,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,88.843841,16129285,145.01033083611579806544,37.9851
ERR14783512,NODE_52_length_75242_cov_93.334314,gene:plasmid:22062;gene:plasmid:116567,Pseudomonas brenneri,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0,93.334314,16129285,145.01033083611579806544,39.905
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,86.951544,16129285,145.01033083611579806544,37.176
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,86.951544,16129285,145.01033083611579806544,37.176
ERR14783512,NODE_20_length_157734_cov_86.951544,gene:plasmid:28506;gene:plasmid:116643;gene:plasmid:20845;gene:plasmid:22605,Pseudomonas brenneri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,86.951544,16129285,145.01033083611579806544,37.176
ERR14783512,NODE_139_length_25843_cov_69.775432,gene:plasmid:85950,Pseudomonas brenneri,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,69.775432,16129285,145.01033083611579806544,29.8324
ERR14783519,NODE_1939_length_3441_cov_2.155401,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.155401,6573731,144.97358927525327702031,2.26166
ERR14783519,NODE_15_length_113354_cov_2.718777,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,2.718777,6573731,144.97358927525327702031,2.85281
ERR14783519,NODE_15_length_113354_cov_2.718777,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,2.718777,6573731,144.97358927525327702031,2.85281
ERR14783521,NODE_569_length_5531_cov_22.021281,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,22.021281,28475007,145.48400799339575228199,5.31574
ERR14783521,NODE_569_length_5531_cov_22.021281,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,22.021281,28475007,145.48400799339575228199,5.31574
ERR14783521,NODE_40_length_108592_cov_4.020375,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,4.020375,28475007,145.48400799339575228199,0.970482
ERR14783521,NODE_40_length_108592_cov_4.020375,gene:plasmid:139560;gene:plasmid:131376,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,4.020375,28475007,145.48400799339575228199,0.970482
ERR14783521,NODE_2_length_918619_cov_31.335965,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRB,HPCIA,31.335965,28475007,145.48400799339575228199,7.56422
ERR14783521,NODE_2_length_918619_cov_31.335965,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,31.335965,28475007,145.48400799339575228199,7.56422
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,28.303480,28475007,145.48400799339575228199,6.8322
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,28.303480,28475007,145.48400799339575228199,6.8322
ERR14783521,NODE_1_length_1309067_cov_28.303480,gene:proph:168063;gene:plasmid:119512;gene:plasmid:119478;gene:vir:108429,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,28.303480,28475007,145.48400799339575228199,6.8322
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC,HIA ?,44.247564,28475007,145.48400799339575228199,10.681
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,44.247564,28475007,145.48400799339575228199,10.681
ERR14783521,NODE_4_length_400355_cov_44.247564,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,44.247564,28475007,145.48400799339575228199,10.681
ERR14783521,NODE_132_length_34475_cov_41.394928,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,41.394928,28475007,145.48400799339575228199,9.99236
ERR14783521,NODE_132_length_34475_cov_41.394928,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,41.394928,28475007,145.48400799339575228199,9.99236
ERR14783521,NODE_3_length_455292_cov_261.619206,gene:vir:4019;gene:vir:1043;gene:vir:1042;ICEberg|404|Tn5301|GenBank|S54034|1..515;gene:plasmid:135980;gene:plasmid:135959;gene:vir:4021;gene:vir:4022;gene:proph:183100;gene:proph:183258;gene:vir:94760,Lactococcus cremoris,Drugs,Multi-drug_resistance,Multi-drug_ABC_efflux_pumps,LMRD,HIA,261.619206,28475007,145.48400799339575228199,63.1525
ERR14783522,NODE_19_length_82448_cov_2.668262,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,2.668262,1721188,141.57759291837963081313,10.9498
ERR14783522,NODE_2_length_724414_cov_8.039236,gene:plasmid:119512;gene:plasmid:119478,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,8.039236,1721188,141.57759291837963081313,32.9907
ERR14783522,NODE_1_length_918564_cov_8.666964,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,EMRB,HPCIA,8.666964,1721188,141.57759291837963081313,35.5667
ERR14783522,NODE_1_length_918564_cov_8.666964,gene:proph:163818;gene:plasmid:134726;gene:plasmid:134726,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,8.666964,1721188,141.57759291837963081313,35.5667
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,11.295553,1721188,141.57759291837963081313,46.3537
ERR14783522,NODE_4_length_371546_cov_11.295553,gene:proph:169074;gene:proph:169075,AF180954 Hafnia alvei,Drugs,betalactams,Class_C_betalactamases,ACC,HIA ?,11.295553,1721188,141.57759291837963081313,46.3537
ERR14783522,NODE_40_length_34475_cov_10.536392,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,10.536392,1721188,141.57759291837963081313,43.2383
ERR14783522,NODE_40_length_34475_cov_10.536392,gene:proph:176835;gene:plasmid:123887,Hafnia paralvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,10.536392,1721188,141.57759291837963081313,43.2383
ERR14783522,NODE_3_length_715253_cov_7.382189,gene:vir:108429;gene:proph:176833;gene:proph:168063,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,7.382189,1721188,141.57759291837963081313,30.2944
ERR14783523,NODE_436_length_5339_cov_23.106677,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,23.106677,2592769,145.59780489507549650585,61.2095
ERR14783523,NODE_436_length_5339_cov_23.106677,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,23.106677,2592769,145.59780489507549650585,61.2095
ERR14783524,NODE_14_length_243900_cov_4.097919,gene:plasmid:119512;gene:plasmid:119478,Hafnia paralvei,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,4.097919,32711253,146.05310759572554435624,0.857739
ERR14783524,NODE_173_length_29046_cov_24.478094,gene:plasmid:123887,Pseudomonas sp. S2_B10,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,24.478094,32711253,146.05310759572554435624,5.12353
ERR14783524,NODE_5_length_395480_cov_4.148832,gene:plasmid:134726;gene:plasmid:134726;gene:proph:163818,Hafnia paralvei,Drugs,betalactams,Mutant_porin_proteins,OMP36,Authorized for use in humans only,4.148832,32711253,146.05310759572554435624,0.868396
ERR14783524,NODE_1034_length_5342_cov_517.616107,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,517.616107,32711253,146.05310759572554435624,108.343
ERR14783524,NODE_1034_length_5342_cov_517.616107,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,517.616107,32711253,146.05310759572554435624,108.343
ERR14783524,NODE_70_length_72815_cov_12.152680,gene:plasmid:149414,Lelliottia amnigena,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,12.152680,32711253,146.05310759572554435624,2.54369
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,22.593455,32711253,146.05310759572554435624,4.72906
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,22.593455,32711253,146.05310759572554435624,4.72906
ERR14783524,NODE_19_length_207922_cov_22.593455,gene:plasmid:153902;gene:plasmid:153905;gene:plasmid:153906;gene:plasmid:147501;gene:plasmid:147500;gene:plasmid:139674,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only ,22.593455,32711253,146.05310759572554435624,4.72906
ERR14783524,NODE_29_length_157947_cov_10.921499,gene:plasmid:154014,Lelliottia amnigena,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?,10.921499,32711253,146.05310759572554435624,2.28599
ERR14783524,NODE_29_length_157947_cov_10.921499,gene:plasmid:154014,Lelliottia amnigena,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC,0,10.921499,32711253,146.05310759572554435624,2.28599
