sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name
ERR14783787,NODE_229_length_35105_cov_23.573189,gene:plasmid:88316;gene:plasmid:153906;gene:plasmid:154026;gene:plasmid:155972;gene:plasmid:88465;gene:plasmid:88464;gene:plasmid:155925;gene:plasmid:153903,Klebsiella ornithinolytica,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
ERR14783786,NODE_44_length_74192_cov_1.819888,gene:proph:164876;gene:vir:7358,Klebsiella oxytoca,Metals,Zinc_resistance,Zinc_resistance_protein,ZNUA
ERR14783785,NODE_33_length_66276_cov_31.237071,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Klebsiella oxytoca,Metals,Multi-metal_resistance,Multi-metal_ABC_efflux_pumps,FECD
ERR14783785,NODE_33_length_66276_cov_31.237071,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Klebsiella oxytoca,Drugs,betalactams,Class_A_betalactamases,CTX
ERR14783785,NODE_33_length_66276_cov_31.237071,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Klebsiella oxytoca,Metals,Arsenic_resistance,Arsenic_resistance_protein,ARSB
ERR14783787,NODE_1082_length_4092_cov_6.408575,gene:plasmid:155964,Klebsiella planticola,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILA
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSRM
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILC
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSA
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILB
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSBM
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILA
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOA
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOB
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOC
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOD
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_regulator,PCOR
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_regulator,PCOS
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_regulator,PCOE
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
ERR14783784,NODE_64_length_38926_cov_20.334751,gene:plasmid:88324;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:88313;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_regulator,MERR2
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_protein,MERT
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_protein,MERP
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_protein,MERF
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_protein,MERA
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_regulator,MERD
ERR14783784,NODE_69_length_37590_cov_24.470918,gene:plasmid:136533;gene:plasmid:91655;gene:plasmid:15301;gene:plasmid:15302;gene:plasmid:91776;gene:plasmid:87060;gene:plasmid:154429;gene:plasmid:90585;gene:plasmid:90634;gene:plasmid:91773;gene:plasmid:91771;gene:plasmid:91772;gene:plasmid:91774;gene:plasmid:91775;gene:plasmid:154451,Klebsiella pneumoniae,Metals,Mercury_resistance,Mercury_resistance_protein,MERE
SRR7287342,NODE_258_length_10772_cov_26.625619,gene:plasmid:91747;gene:plasmid:91748;gene:plasmid:19782;gene:plasmid:154063;gene:plasmid:91749,Klebsiella pneumoniae,Drugs,betalactams,Class_A_betalactamases,CTX
ERR14783416,NODE_917_length_2761_cov_213.581625,gene:proph:183618,Klebsiella pneumoniae,Drugs,betalactams,Class_A_betalactamases,CTX
ERR14783400,NODE_5479_length_2257_cov_2.715493,gene:plasmid:139674;gene:plasmid:156145,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
ERR14783400,NODE_5674_length_2178_cov_1.103364,gene:plasmid:88468,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSRM
ERR14783549,NODE_1748_length_10573_cov_7.249856,gene:proph:163909;gene:plasmid:156052,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_ABC_efflux_pumps,FECD
ERR14783788,NODE_8_length_478091_cov_15.374541,gene:plasmid:91918;gene:plasmid:91985;gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512,Klebsiella pneumoniae,Biocides,Multi-biocide_resistance,Multi-biocide_MFS_efflux_pump,SMVA
ERR14783788,NODE_8_length_478091_cov_15.374541,gene:plasmid:91918;gene:plasmid:91985;gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512,Klebsiella pneumoniae,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,MARA
ERR14783788,NODE_8_length_478091_cov_15.374541,gene:plasmid:91918;gene:plasmid:91985;gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512,Klebsiella pneumoniae,Biocides,Acid_resistance,Acid_resistance_protein,ASR
ERR14783788,NODE_8_length_478091_cov_15.374541,gene:plasmid:91918;gene:plasmid:91985;gene:proph:161537;gene:proph:169464;gene:proph:169511;gene:proph:169512,Klebsiella pneumoniae,Biocides,Paraquat_resistance,Paraquat_resistance_protein,NMPC
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSRM
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILC
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSA
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILB
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSBM
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILA
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILP
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOA
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOB
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOC
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_protein,PCOD
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_regulator,PCOR
ERR14783783,NODE_54_length_39229_cov_19.156718,gene:plasmid:141961;gene:plasmid:155964;gene:plasmid:88314;gene:plasmid:88300;gene:plasmid:88312;gene:plasmid:155972;gene:plasmid:88299;gene:plasmid:88476;gene:plasmid:88475;gene:plasmid:88474;gene:plasmid:88473;gene:plasmid:88472;gene:plasmid:156176;gene:plasmid:88461;gene:plasmid:88460;gene:plasmid:88459;gene:plasmid:88458,Klebsiella pneumoniae,Metals,Copper_resistance,Copper_resistance_regulator,PCOS
